,content
810,全系列。猫腻个自恋狂。
811,整本小说，也就后面夺滴与大东山决战开始才好看。一些三观也不正。不过也是近来唯一看完的网络小说。只能说一般吧，不会太过失望。没有后半部分，那这就是本烂书。
812,不好看，不少坑
813,小说很有质感，人物形象丰满，每个剧情的描写都为将来的剧情做了铺垫
814,打发时间可以，太罗嗦了，接近四百万字哇，想看的直接找个听书的听吧
815,舒服，顺畅。蛮好的书，用了半个月还是一个月看完。完美！
816,断断续续看了三年，到最后听书，终于算看完了，太长了，抒情太多
817,说不好看的，我真的瞧不起你们的审美
818,啰哩啰嗦又自恋得要命的作者…
819,难负盛名，也许是我不习惯网文吧
820,只记得后面变成科幻把我吓了一跳…女性角色太弱，现在基本只记得男主他妈。《十二国记》那段话用在里面看得我有点出戏。几年前貌似还看过all范闲的同人文orz
821,猫大最爱的作品。没有之一。
822,因为得知电视剧阵容不错想着在看剧之前看看书，有种被骗的感觉，真的太太太拖沓了，网络平台这种按字数收费的结果之一就是书写得太啰嗦了，文笔也不太好。
823,和《将夜》差很远~
824,一开始不喜欢范思澈，觉得他太任性妄为，但有一爱好，其实比现代人一直迷茫不知道自己在追求什么要好
826,蓄势待发
827,平衡一下。看完再给低星，谢谢。
828,不知道是第几次重新刷了
829,作者的想象力很丰富
830,这本书是我看的猫腻的第一本书，这么多年了范闲、五竹、叶轻眉这些角色印象依然深刻，书是好书，希望影视不要让人失望
831,今后余生，当潇洒
832,本科的时候，为了这本书不舍昼夜两个月，难得的男主文，起起伏伏几十年
833,可能期望过高了
834,小范大人……
835,主角太花心，从此基本不看猫腻的书
836,还记得当年熬了几晚上追的庆余年呀，现在也拍成电视剧了。
837,这是一本让我喜欢配角多过主角的一本书，人生无奈，萍萍死时看哭了，每个配角都是他人生的主角。他们都有各自的喜怒哀乐，悲欢离合
838,很多人因为这篇穿越文的一些人设、背景而对文章不屑一顾。其实我也不喜穿越，到耐着性子读完之后发现，文章主题并不在穿越，那些背景只是在细节上添花而已。封建皇权下的大臣们，每人都编织着一张网，苦心经营的是人生，甚至是身死以后的事情，而无数多张网互相纵横交错，奇妙地维持了平衡，网之上，是一张世间最大的网，千古一帝庆帝的权谋、武道修为堪为世界之最，然高处不胜寒，范闲陈萍萍一些人利用皇帝内心的一些侧面运筹帷幄之中，对抗于千里之外……这是权谋的艺术，这是透过人性的的一丝微光。人的一生应当怎样度过？———遵循自己的心。
839,可以说是今年来网文的巅峰水平了
840,上学期民专课作业给老师推荐过，不知道老师有没有感兴趣（*/∇＼*）有网文的共性缺点，譬如注水、种马文，但作者小说的架构和格局还是很令人钦佩。毕竟多年以后，能让人忆起情节的网文，还是屈指可数的。
841,煤校
842,读了百分之十五读不下去了。佩服作者，好会啰嗦。大致看了一下后面的主要内容，很庆幸我放弃了。不知道这本书怎么火的🌚
843,猫腻文笔不错哦，当时记得
844,就爽文一篇 平白花了我近一个月的时间看完全套 凭啥啊啊啊啊
845,弃
846,那么老长，读了两个月，比较好一点的网络小说吧。  主角有点bug，人物设定还不错。 但是伏笔埋的太少了，后面流水账一样，完全没有看下去的欲望了。
847,忍着极大的痛苦和耐心勉强看完，又长又臭，应该是我看过最难看的一本书，像八点档剧一样不停地前情回顾，有些话翻来覆去说了几百遍当读者是金鱼只有5秒记忆吗？还有非常讨厌男主角，基本没一个人物让人喜欢，全部都是阴暗残暴性格，女人都是为了男主存在毫无个性。非要写这么长，毫无意义，实在是痛苦和经历
848,玛丽苏还是杰克苏来着?故事本身到讲故事本事都是最不爱的那一挂。浪费时间，立马弃，删!
849,看了几章发现居然小时候看过！
850,我爱范闲，我爱陈萍萍，我最爱五竹
851,范闲的一生，实际就是在还原叶轻眉真相的一生。我喜欢叶轻眉。即使整本书连叶轻眉样子都没有描述过。
852,以前读不下去，现在稍微好一点可以读下去了，目前觉得还可以。|| 看完了，起点小说里中游水准吧
853,这破书害的我看了两遍   烦人
854,"我对男主没兴趣，但我对男主老妈产生了浓厚的兴趣
作者还是有想表达的东西在里面的，可惜借男主表达得不怎么样"
855,真真儿是一个好长的故事。断断续续的看了下来，确实有意思的。隔段时间可以重温一下。
856,怎么说呢，第一次看到这样风格的小说，除了震撼就是惊叹😆
858,"这真的是我看过最好的网文
文笔和故事性
期待猫大重编"
859,看到电视剧开拍了有明叔所以来看的。开篇就大量滥用古诗词来让范闲风光意气实在是………
860,闲暇时消磨时间还不错
861,居然会相信评论而看这本书，真是傻到家了；看到三分之一处，果断弃了。
863,因为要拍剧，所以看了看，其实真还不错
864,我真的看不下去了…
865,"庆余年——听着名字还是不错的，只是意淫的本质还是那样，书中那套奇怪的逻辑不堪忍受（感觉跟孑与的很像）。
只是作品的构架还是挺有意思的，文笔在网络小说中也不算差，所以会很想多读一点，看看后面会怎么样——但是因为以上的原因，而且变本加厉，越读越恶寒；所以可能很快就要读不下去了吧"
866,看开头后就不想继续读下去
867,波澜壮阔，非常精彩
868,从几大宗师巅峰之战后就不大好，结尾只有世界观设定的揭晓很有新意，故事还是前半部精彩
869,应该是这套书里最喜欢的部分了吧，儋州学艺的部分，平淡又美好，去了京都也更喜欢范家兄妹的故事，淡淡的
870,故事不错，只是涉及到女性的内容十分恶俗
871,十年前还没有VR，博物馆中的技术还叫全息影像，那个年代这部网文圈了一大波的铁粉。我不知是否因为十年间大众观念已然不同，在如今的我看来范闲的有些行为乃至有些观点实在是不敢苟同。一星给陈萍萍、十三郎，给仅有的揭弊案、抄楼子、大东山叛乱几处段落。历时近九个月终于解脱了，若再有提高印象的机会，电视剧词条见。王倦大大看你的了！
872,感谢猫腻大大把我从无脑小白文中拯救了出来，庆余年就是太慢热而且伏笔太多了，需要很有耐心才能看下去。但是真的好看，情节也严密，人物也丰满，描写也细致，不然不会被那么多人评为神书
873,没有读到80％的人没资格评论庆余年。
874,"在网络小说里无论是篇幅，或是人物刻画、故事结构都算是翘楚了，然而一旦与真正的经典小说并列，依然差距颇大。
故事里的布下的局，都能自圆其说；故事里的主要人物，大都有了交代；人物的性格也大都有各自的闪光点，这些在网络小说里都做的算是不错的，然而依然不能掩盖人物性格前后矛盾、处事风格与性情不相符；有些局的逻辑、目的牵强；部分人物的结局牵强等问题，而最大的缺点在于故事的结局草草收尾，似是作者无心无力再构思一个与开篇以及故事发展相符的结局了。"
875,"〔17〕
目录有点迷，那我就算第一卷和第二卷是第一本吧。
比我想象中要差很多，
就是起点平均水准啊，
并没觉得有多神。
剧情总感觉太随便了，
没逻辑啊，
就我想让他有啥就有啥的感觉。
而且，
太他妈长了，
我刚看完两卷就已经有点想弃文了。
诶，
吃饭的时候随便看看吧。"
876,男主金手指太明显了 感情线也安排的莫名其妙 人物性格设定更是违背人性的本质 悬念牵强 总体来说很失望
877,看那么多网文印象深刻的也就那几个
878,全书的高潮就在大东山之役、京都叛乱那几章，再后来就是陈萍萍之死，然后就乏善可陈了。想到五竹单枪匹马杀入皇城的英姿，真是最帅气的角色了。当然叶轻眉这个一开始就死去的女人才是本书唯一的女主，其他的女性角色有特点但也很单薄，不及配角男性出彩，范闲和皇帝一样无耻虚伪狡诈，好在真心待他喜欢的人，所以才被逼得与皇帝对峙，不然仍然会继续虚伪逃避下去，这些都在陈萍萍胜算之中，所以一直都是皇帝与他瘸腿仆人之间的博弈，从来没有变过。而最深情惘然的感情仍然是叶轻眉和她瞎子仆人之间，当记忆全部消散之后，五竹仍然凭借心意杀了皇帝，那弯曲的铁钎不成形的腿依然支撑着他站立。而范闲最最无耻的样子就在这时，看着他一直心心念念的五竹叔受伤最后一刻才出手依然于事无补。作者废话太多，从玄幻到科幻真是一盆狗血，删掉一半就好了。
879,每个人物都挺喜欢
880,权谋部分其实很好玩。全书最喜欢的是陈萍萍，翻云覆雨，我自岿然不动。所以陈萍萍被杀的时候是真的难受，全书一直在说男主是理想主义者，其实陈萍萍才是。结尾不喜欢。
